lang,color,n_docs,n_proper_noun_flagged,pct_proper_noun_flagged,topic_idx,top_words,Translation ,primary,secondary,denonatitive or connotative,label
es,gray,1500,140,9.3,8,"gris, color, blanco, cabeza, cuerpo, pelo, especies, caso, capa, aspecto","grey, colour, white, head, body, hair/fur, species, case, coat, aspect",physical description,,Occurence,
es,gray,1500,140,9.3,9,"gris, ballena, área, balaenoptera, especie, texto, verdoso, número, término, cerebro","grey, whale, area, Balaenoptera, species, text, greenish, number, term, brain",physical description,,Occurence,
es,gray,1500,140,9.3,10,"gris, juan, picasso, pablo, braque, cubismo, estaño, artistas, español, lobos","grey, Juan, Picasso, Pablo, Braque, cubism, tin, artists, Spanish, wolves",Arts & entertainment,,Occurence,
es,gray,1500,140,9.3,11,"grises, color, escala, imagen, negros, imágenes, forma, gris, niveles, ojos","greys, colour, scale, image, blacks, images, form, grey, levels, eyes",Arts & entertainment,,Occurence,
es,gray,1500,140,9.3,12,"gris, corteza, roja, basales, tono, base, fondo, oscuras, ganglios, tinta","grey, cortex, red, basal, tone, base, background, dark, ganglia, ink",Arts & entertainment,,Occurence,
es,gray,1500,140,9.3,13,"grises, ballenas, tonos, verdes, marrones, negros, blancos, aguas, azules, tamaño","greys, whales, tones, greens, browns, blacks, whites, waters, blues, size",Colour co-occurrence,,Occurence,
es,gray,1500,140,9.3,14,"color, gris, blanco, oscuro, rojo, presenta, formación, colores, game, boy","colour, grey, white, dark, red, presents, formation, colours, Game, Boy",Colour co-occurrence,,Occurence,
es,gray,1500,140,9.3,15,"gris, azul, colores, amarillo, negro, verde, rojo, oscuro, uniforme, pinot","grey, blue, colours, yellow, black, green, red, dark, uniform, Pinot",Colour co-occurrence,,Occurence,
ca,black,1500,252,16.8,1,"negres, cabernet, garnatxa, ull, sauvignon, llebre, negra, varietats, merlot, petit","blacks, cabernet, garnacha, ull (de llebre grape), sauvignon, hare, black, varieties, merlot, small",Food & drink,,Occurence,
ca,black,1500,252,16.8,2,"negre, negra, novel, general, ara, the, diversos, sèrie, verd, manera","black, black, novel, general, now, the, various, series, green, way",Arts & entertainment,,Occurence,
ca,black,1500,252,16.8,3,"negre, colors, verd, negres, vermell, blanc, blancs, blau, or, groc","black, colours, green, blacks, red, white, whites, blue, gold, yellow",Colour co-occurrence,,Occurence,
ca,black,1500,252,16.8,4,"negres, dones, egipcis, se, blanques, forats, nom, slutwalk, tenien, havien","blacks, women, Egyptians, [reflexive], whites, holes, name, SlutWalk, had, had",Politics & ideology,Identity ,Association,
ca,black,1500,252,16.8,5,"negre, color, blanc, forat, marró, part, forma, fosc, imatge, setembre","black, colour, white, hole, brown, part, form, dark, image, September",Space,,Occurence,
ca,black,1500,252,16.8,6,"negres, negre, té, se, vins, vi, primers, varietat, panteres, art","black, black, tea, see, wines, wine, first, variety, panthers, art",Food & drink,,Occurence,
ca,black,1500,252,16.8,7,"mar, sud, km, oest, nord, negra, troba, negre, riu, est","sea, south, km, west, north, black, finds, black, river, east",named entity,,Occurence,
ca,black,1500,252,16.8,8,"negres, negra, moviment, black, power, gran, se, premi, blanca, cultura","black, black, movement, black, power, great, is, prize, white, culture",Identity ,,Association,
ca,black,1500,252,16.8,9,"negra, negre, comèdia, llum, lícules, dos, gorg, fet, pot, dona","black, black, comedy, light, licks, two, gorg, done, can, woman",Arts & entertainment,,Occurence,
ca,black,1500,252,16.8,10,"negra, cap, negre, píndola, llista, comunitat, fou, vermella, mar, americana","black, head, black, pill, list, community, was, red, sea, American",Politics & ideology,named entity,Association,
ca,black,1500,252,16.8,11,"negre, estats, anys, units, club, blanc, negra, primera, lícules, verd","black, states, years, united, club, white, black, first, films, green",Colour co-occurrence,,Occurence,
ca,black,1500,252,16.8,12,"negre, família, sud, espècie, ocell, any, est, humor, picot, pícids","black, family, south, species, bird, year, east, humour, woodpecker, woodpeckers",Ecology & environment,,Occurence,
ca,black,1500,252,16.8,13,"negre, blanc, lícula, dirigida, muda, the, partit, marbre, negra, pantera","black, white, film, directed, silent, the, party, marble, black, panther",Arts & entertainment,,Occurence,
ca,black,1500,252,16.8,14,"negre, negres, esclaus, persones, massa, fill, col, soldats, ruiz, resultat","black, blacks, slaves, persons, mass, son, [col], soldiers, Ruiz, result",Identity ,Conflict ,Association,
ca,black,1500,252,16.8,15,"negre, film, cos, blanc, estany, presó, lícula, roig, història, playa","black, film, body, white, pond, prison, film, red, history, beach",Arts & entertainment,Colour co-occurrence,Occurence,
ca,white,1500,237,15.8,1,"blanc, pintat, dreta, blancs, parament, negre, edifici, façana, aigua, cristal","white, painted, right, whites, wall-facing, black, building, façade, water, glass",physical description,,Occurence,
ca,white,1500,237,15.8,2,"blanques, blanc, varietats, tres, color, blanca, sauvignon, dues, línies, macabeu","whites, white, varieties, three, colour, white, sauvignon, two, lines, macabeu",Food & drink,,Occurence,
ca,white,1500,237,15.8,3,"blanc, home, grup, dos, color, negre, banda, punt, tipus, sòlid","white, man, group, two, colour, black, band, point, type, solid",Unknown,,unknown,
ca,white,1500,237,15.8,4,"blanca, casa, maría, se, sucre, llum, gran, president, través, trump","white, house, Mary, is, sugar, light, great, president, through, Trump",named entity,,Occurence,
ca,white,1500,237,15.8,5,"blanca, blanc, club, novel, catifes, central, platja, carn, conegut, ella","white, white, club, novel, carpets, central, beach, meat, known, she",Unknown,,unknown,
ca,white,1500,237,15.8,6,"blanc, colors, blau, vermell, verd, pinus, pi, groc, negre, espècies","white, colours, blue, red, green, Pinus, pine, yellow, black, species",Colour co-occurrence,,Occurence,
ca,white,1500,237,15.8,7,"blanca, dones, blanques, negra, moviment, dona, col, pot, cor, ell","white, women, white, black, movement, woman, neck, can, heart, he",Identity ,,Association,
ca,white,1500,237,15.8,8,"blanc, part, color, marró, gris, blanca, fosc, superior, pelatge, posició","white, part, colour, brown, grey, white, dark, upper, fur, position",Colour co-occurrence,named entity,Occurence,
ca,white,1500,237,15.8,9,"blanc, color, negre, té, vi, flors, lo, imatge, fons, verd","white, colour, black, tea, wine, flowers, the, image, background, green",Colour co-occurrence,Ecology & environment,Occurence,
ca,white,1500,237,15.8,10,"blanc, negre, lícula, the, dirigida, muda, anomenat, fou, diversos, mont","white, black, film, the, directed, silent, called, was, various, mount",Arts & entertainment,,Occurence,
ca,white,1500,237,15.8,11,"blancs, negres, blanques, nord, sud, família, est, se, planta, oest","white, black, white, north, south, family, east, see, plant, west",physical description,,Occurence,
ca,white,1500,237,15.8,12,"blancs, vins, blanc, negres, cap, se, capa, llibre, vermella, menys","whites, wines, white, blacks, no, is, is, book, red, less",Food & drink,,Occurence,
ca,white,1500,237,15.8,13,"blanc, blancs, estats, units, forma, creu, negre, guerra, distintiu, mèrit","white, whites, states, united, form, cross, black, war, distinctive, merit",Conflict ,,Association,
ca,white,1500,237,15.8,14,"blanc, marbre, cap, blanca, tracta, ciutat, mare, rei, octubre, equip","white, marble, cap, white, deals, city, mother, king, October, team",Power structures or hierarchies,,Association,
ca,white,1500,237,15.8,15,"blanca, blancs, blanc, segona, té, nom, peces, finestres, varietat, sempre","white, whites, white, second, has, name, pieces, windows, variety, always",Unknown,,unknown,
ca,red,1500,122,8.1,1,"vermella, verda, llum, dones, dia, vermell, homes, causa, color, cap","red, green, light, women, day, red, men, cause, colour, cap/head",Identity ,Colour co-occurrence,Association,
ca,red,1500,122,8.1,2,"vermell, tipus, espectral, nan, nord, gegant, sud, vegades, vermella, est","red, type, spectral, dwarf, north, giant, south, times, red, east",Space,,Occurence,
ca,red,1500,122,8.1,3,"vermella, creu, vermelles, píndola, blanques, vermell, caputxeta, mèrit, blaves, mort","red, cross, reds, pill, whites, red, Little Red Riding Hood, merit, blues, death",Conflict ,Arts & entertainment,Association,
ca,red,1500,122,8.1,4,"vermell, color, capa, pot, taronja, vermella, cap, blau, partir, lícula","red, colour, cape/layer, can, orange, red, head, blue, from, film",Colour co-occurrence,Arts & entertainment,Occurence,
ca,red,1500,122,8.1,5,"vermella, vermell, catifa, unitat, nom, sèrie, cercopithecus, the, vermelles, conegut","red, red, carpet, unit, name, series, Cercopithecus, the, reds, known",named entity,,Occurence,
ca,red,1500,122,8.1,6,"vermell, vermella, línia, color, través, verd, segons, té, pedra, filtres","red, red, line, colour, through, green, according, has, stone, filters",Arts & entertainment,Colour co-occurrence,Occurence,
ca,red,1500,122,8.1,7,"vermell, blau, colors, verd, color, groc, tres, blanc, sovint, fosc","red, blue, colours, green, colour, yellow, three, white, often, dark",Colour co-occurrence,,Occurence,
ca,red,1500,122,8.1,8,"vermell, riu, vermella, se, espècie, vermelles, sol, estel, família, delta","red, river, red, [refl.], species, reds, sun, star, family, delta",Space,,Occurence,
ca,red,1500,122,8.1,9,"anys, vermell, llum, vermells, centre, milions, estels, sistema, estrella, prop","years, red, light, reds, centre, millions, stars, system, star, near",Space,,Occurence,
ca,red,1500,122,8.1,10,"vermelles, vermell, diferents, gran, llum, principalment, ferro, pigment, segons, terres","reds, red, different, big, light, mainly, iron, pigment, according, earths",Arts & entertainment,,Occurence,
ca,red,1500,122,8.1,11,"vermella, dues, espècies, primera, carn, drap, alt, escut, bandera, llista","red, two, species, first, meat, cloth, high, shield, flag, list",Conflict ,,Association,
ca,red,1500,122,8.1,12,"vermella, vermelles, ceràmica, nana, blanca, pintura, símbol, gliese, façana, peces","red, reds, ceramic, dwarf, white, painting, symbol, Gliese, façade, pieces",named entity,,Occurence,
ca,red,1500,122,8.1,13,"vermell, blanc, colors, negre, blau, or, groc, bandera, verd, llibre","red, white, colours, black, blue, gold, yellow, flag, green, book",Colour co-occurrence,,Occurence,
ca,red,1500,122,8.1,14,"vermells, fons, vermell, negres, mm, blancs, tenen, casa, any, nivell","reds, background, red, blacks, mm, whites, have, house, year, level",Unknown,,unknown,
ca,red,1500,122,8.1,15,"color, vermell, forma, negre, té, marró, línies, flors, pintades, brillant","colour, red, form, black, has, brown, lines, flowers, painted, bright",Colour co-occurrence,Arts & entertainment,Occurence,
ca,green,1500,457,30.5,1,"verd, espècie, família, ocell, boscos, barbut, psilopogon, habita, megalaimidae, megalèmids","green, species, family, bird, forests, barbet, Psilopogon, inhabits, Megalaimidae, barbets",named entity,,Occurence,
ca,green,1500,457,30.5,2,"verds, esquerra, catalunya, blaus, grup, unida, iniciativa, vermells, país, parlament","greens, left, Catalonia, blues, group, united, initiative, reds, country, parliament",Politics & ideology,Politics & ideology,Association,
ca,green,1500,457,30.5,3,"verd, colors, blau, vermell, programa, blanc, groc, foc, tres, negre","green, colours, blue, red, programme, white, yellow, fire/light, three, black",Colour co-occurrence,,Occurence,
ca,green,1500,457,30.5,4,"verd, negre, club, verdes, verda, parc, zones, zona, té, sant","green, black, club, greens, green, park, zones, zone, has, saint",Ecology & environment,Colour co-occurrence,Association,
ca,green,1500,457,30.5,5,"sud, verds, nord, est, ale, oest, llista, verd, xina, tailàndia","south, green, north, east, ale, west, list, green, china, thailand",named entity,,Occurence,
ca,green,1500,457,30.5,6,"verda, via, línia, parts, forma, tajuña, cm, col, part, traçat","green, route, line, parts, shape, rail, cm, neck, part, layout",Ecology & environment,Arts & entertainment,Occurence,
ca,green,1500,457,30.5,7,"color, verd, vermell, blau, fosc, groc, dos, blanc, fulles, part","colour, green, red, blue, dark, yellow, two, white, leaves, part",Colour co-occurrence,,Occurence,
ca,green,1500,457,30.5,8,"partit, verd, fou, eleccions, ruanda, negres, democràtic, moviment, aliança, polític","party, green, was, elections, Rwanda, blacks, democratic, movement, alliance, political",Politics & ideology,,Association,
ca,green,1500,457,30.5,9,"verd, cap, illes, verdes, guinea, literatura, 2015, agost, illa, aigua","green, cape, islands, greens, Guinea, literature, 2015, August, island, water",named entity,,Occurence,
ca,green,1500,457,30.5,10,"verd, verdes, grans, flors, 2018, gran, fulles, universitat, green, sèrie","green, greens, big, flowers, 2018, big, leaves, university, green, series",Ecology & environment,,Occurence,
ca,green,1500,457,30.5,11,"verda, verd, línia, lícula, donar, espai, zona, xipre, llum, seguretat","green, green, line, film, give, space, zone, Cyprus, light, security",Unknown,,unknown,
ca,green,1500,457,30.5,12,"verda, zona, forma, pot, jardins, nacions, unides, garsa, menjar, pantalla","green, zone, form, can, gardens, nations, united, magpie, food, screen",Ecology & environment,,Association,
ca,green,1500,457,30.5,13,"verd, fons, temporada, noves, incorporacions, equip, negre, jugador, debutar, anell","green, background, season, new, signings, team, black, player, debut, ring",Arts & entertainment,,Occurence,
ca,green,1500,457,30.5,14,"verd, se, ciutat, verda, nom, actualment, primera, finalistes, denota, lloc","green, see, city, green, noun, currently, first, finalists, denotes, place",Unknown,,unknown,
ca,green,1500,457,30.5,15,"verdes, los, verds, fulles, verd, europeu, aliança, diversos, peces, motius","green, leaves, green, European, alliance, various, pieces, motifs",Ecology & environment,,Association,
ca,yellow,1500,102,6.8,1,"groc, color, virus, flors, taronja, forma, daurat, té, cap, presenta","yellow, colour, virus, flowers, orange, form, golden, has, cap, presents",Ecology & environment,Warnings,Occurence,
ca,yellow,1500,102,6.8,2,"groc, color, lid, pàl, mm, flors, pètals, superior, cm, part","yellow, colour, lid, pale, mm, flowers, petals, upper, cm, part",Ecology & environment,,Occurence,
ca,yellow,1500,102,6.8,3,"grogues, flors, negres, moviment, vermelles, blaves, estams, armilles, té, 10","yellows, flowers, blacks, movement, reds, blues, stamens, vests/waistcoats, has, 10",Ecology & environment,Colour co-occurrence,Occurence,
ca,yellow,1500,102,6.8,4,"tipus, espectral, groc, estel, temperatura, sol, principal, groga, gegant, blanc","type, spectral, yellow, star, temperature, sun, main, yellow, giant, white",Space,,Occurence,
ca,yellow,1500,102,6.8,5,"groga, groc, part, lloc, col, imatge, fusta, blanc, catalunya, punt","yellow, yellow, part, place, cabbage, image, wood, white, Catalonia, point",Unknown,,unknown,
ca,yellow,1500,102,6.8,6,"groga, blanca, drap, escut, centre, alt, vora, tres, bandera, verd","yellow, white, cloth, shield, centre, high, edge, three, flag, green",Identity ,,Occurence,
ca,yellow,1500,102,6.8,7,"groc, mar, background, b0e0e6, style, scope, row, color, fosc, diferents","yellow, sea, background, b0e0e6, style, scope, row, colour, dark, different",Noise,,unknown,
ca,yellow,1500,102,6.8,8,"groga, febre, estrella, magnitud, supergegant, anys, verda, gènere, geganta, blava","yellow, fever, star, magnitude, supergiant, years, green, genus, giant, blue",Space,,Occurence,
ca,yellow,1500,102,6.8,9,"groc, colors, vermell, blau, verd, color, negre, blanc, família, tres","yellow, colours, red, blue, green, colour, black, white, family, three",Colour co-occurrence,,Occurence,
ca,yellow,1500,102,6.8,10,"groga, febre, epidèmia, malaltia, barcelona, ciutat, 1821, buenos, aires, espècies","yellow, fever, epidemic, illness, Barcelona, city, 1821, Buenos, Aires, species",Warnings,,Association,
ca,yellow,1500,102,6.8,11,"grocs, se, groga, blaus, vermells, targeta, punts, negres, blancs, verds","yellow, I know, yellow, blue, red, card, points, black, white, green",Colour co-occurrence,,Occurence,
ca,yellow,1500,102,6.8,12,"groc, color, riu, marró, aigua, nom, cos, pot, xina, mar","yellow, colour, river, brown, water, name, body, can, China, sea",named entity,,Occurence,
ca,yellow,1500,102,6.8,13,"fons, groc, llum, color, sud, interior, zona, petita, est, muntanyes","background, yellow, light, colour, south, interior, zone, small, east, mountains",Arts & entertainment,,Occurence,
ca,yellow,1500,102,6.8,14,"groc, túnica, riu, mantell, color, mallot, paper, blava, sant, primera","yellow, tunic, river, cloak, colour, jersey, paper, blue, saint, first",Unknown,,Occurence,
ca,yellow,1500,102,6.8,15,"groc, dos, gran, blanc, color, blau, negre, dues, plaques, disseny","yellow, two, big, white, colour, blue, black, two, plates, design",Colour co-occurrence,Arts & entertainment,Occurence,
ca,blue,1500,292,19.5,1,"sud, blava, blaves, blau, est, cap, estel, oest, representa, variable","south, blue, blues, blue, east, cap, star, west, represents, variable",Space,,Occurence,
ca,blue,1500,292,19.5,2,"blava, costa, alps, provença, tipus, morts, espectral, regió, blau, gegant","blue, coast, Alps, Provence, type, deaths, spectral, region, blue, giant",named entity,Space,Occurence,
ca,blue,1500,292,19.5,3,"blaus, blava, cascos, blau, forma, club, verda, base, dos, exemple","blues, blue, helmets, blue, form, club, green, base, two, example",Conflict ,Politics & ideology,Association,
ca,blue,1500,292,19.5,4,"blaves, color, blanques, capa, blau, tenen, verds, blue, mitges, blava","blues, colour, whites, layer, blue, have, greens, blue, socks, blue",Colour co-occurrence,,Occurence,
ca,blue,1500,292,19.5,5,"blau, nom, il, alt, nou, grup, bandera, homes, aigua, pintura","blue, noun, colour, new, group, flag, men, water, paint",Arts & entertainment,,Occurence,
ca,blue,1500,292,19.5,6,"blau, blava, fons, col, membres, divisió, ciutat, obra, túnica, mantell","blue, blue, deep, cabbage, limbs, division, city, work, tunic, cloak",Unknown,,unknown,
ca,blue,1500,292,19.5,7,"blaus, ulls, blancs, cascs, vermells, llibres, gal, estels, blanca, pell","blues, eyes, whites, helmets, reds, books, gal, stars, white, skin",Unknown,,unknown,
ca,blue,1500,292,19.5,8,"blau, cel, color, estany, fosc, vermell, gorg, gris, negre, nord","blue, sky, colour, pond, dark, red, gorge, grey, black, north",Colour co-occurrence,,Occurence,
ca,blue,1500,292,19.5,9,"blau, color, vermell, colors, verd, blanc, groc, negre, tres, fosc","blue, colour, red, colours, green, white, yellow, black, three, dark",Colour co-occurrence,,Occurence,
ca,blue,1500,292,19.5,10,"blau, ratlles, pot, línies, negres, dues, deu, imatges, 40, 35","blue, stripes, can, lines, blacks, two, ten, images, 40, 35",Unknown,,unknown,
ca,blue,1500,292,19.5,11,"blau, blava, gran, coll, blanc, nacional, part, uniforme, moviment, treball","blue, blue, big, collar, white, national, part, uniform, movement, work",Identity ,,Association,
ca,blue,1500,292,19.5,12,"blava, part, superior, divisió, llum, guerra, segona, ona, inferior, cap","blue, part, upper, division, light, war, second, wave, lower, cap",Conflict ,,Association,
ca,blue,1500,292,19.5,13,"blau, any, motius, quatre, vermell, grans, cercle, primera, primaris, donar","blue, year, motifs, four, red, big, circle, first, primary, give",Arts & entertainment,Colour co-occurrence,Occurence,
ca,blue,1500,292,19.5,14,"joc, dos, partida, blaus, 15, rojos, 10, blau, trio, 25","game, two, match, blues, 15, reds, 10, blue, trio, 25",Unknown,,unknown,
ca,blue,1500,292,19.5,15,"blava, blau, línia, blanc, consell, parts, israel, coalició, família, unifil","blue, blue, line, white, council, parts, Israel, coalition, family, UNIFIL",Conflict ,Politics & ideology,Association,
ca,brown,1500,26,1.7,1,"color, marró, part, cap, branques, densament, central, lenticel, pàl, fosc","colour, brown, part, cap, branches, densely, central, lenticel, pale, dark",Ecology & environment,,Occurence,
ca,brown,1500,26,1.7,2,"marró, color, fosc, té, pelatge, clar, dorsal, vermellós, blanc, taronja","brown, colour, dark, has, fur, light, dorsal, reddish, white, orange",physical description,,Occurence,
ca,brown,1500,26,1.7,3,"colors, marrons, marró, negre, rosa, blanc, pintura, blancs, sovint, grisos","colours, browns, brown, black, pink, painting, whites, often, greys",Colour co-occurrence,,Occurence,
ca,brown,1500,26,1.7,4,"marró, serp, oriental, ceràmica, vermellós, teixit, nord, cel, to, nova","brown, snake, oriental, ceramic, reddish, tissue, north, sky, tone, new",Unknown,,unknown,
ca,brown,1500,26,1.7,5,"marró, nana, parts, forma, marrons, nanes, troba, inferiors, sistema, voltant","brown, dwarf, parts, form, browns, dwarfs, finds, lower, system, around",Space,,Occurence,
ca,brown,1500,26,1.7,6,"marró, color, negre, negra, gris, cua, cara, fosc, cap, blanca","brown, colour, black, black, grey, tail, face, dark, cap, white",Colour co-occurrence,,Occurence,
ca,brown,1500,26,1.7,7,"color, marró, pàl, lid, vermellós, fosc, groc, groguenc, verd, potes","colour, brown, pale, lip, reddish, dark, yellow, yellowish, green, legs",Colour co-occurrence,Death ,Occurence,
ca,brown,1500,26,1.7,8,"marró, taques, color, marrons, cm, tenen, fulles, base, punta, menys","brown, spots, colour, browns, cm, have, leaves, base, tip, less",Ecology & environment,,Occurence,
ca,brown,1500,26,1.7,9,"cm, mm, marró, color, marge, 10, diàmetre, 15, aproximadament, llargada","cm, mm, brown, colour, margin, 10, diameter, 15, approximately, length",physical description,,Occurence,
ca,brown,1500,26,1.7,10,"marrons, ulls, universitat, dos, blaus, generalment, cabells, alumnes, blanca, negra","browns, eyes, university, two, blues, generally, hair, students, white, black",Life experiences,,Occurence,
ca,brown,1500,26,1.7,11,"marró, part, color, superior, blanc, inferior, gris, pelatge, dors, ventre","brown, part, colour, upper, white, lower, grey, fur, back, belly",Colour co-occurrence,,Occurence,
ca,brown,1500,26,1.7,12,"marró, color, verd, groc, fosc, vermell, negre, cos, blau, fons","brown, colour, green, yellow, dark, red, black, body, blue, background",Colour co-occurrence,,Occurence,
ca,brown,1500,26,1.7,13,"marró, negres, color, escorça, marrons, tenia, fosques, clar, pintada, estil","brown, blacks, colour, bark, browns, had, dark, painted, style",Colour co-occurrence,Arts & entertainment,Occurence,
ca,brown,1500,26,1.7,14,"marrons, marró, serps, blanques, anys, línia, flancs, orientals, ull, nervis","browns, brown, snakes, whites, years, line, flanks, orientals, eye, nerves",physical description,,Occurence,
ca,brown,1500,26,1.7,15,"se, marrons, marró, presenta, 12, uniforme, adults, ales, fulla, presenten","se, browns, brown, presents, 12, uniform, adults, wings, leaf, present",physical description,,Occurence,
ca,orange,1500,85,5.7,1,"mm, tub, taronja, ample, flors, color, corol, pètals, groc, nom","mm, tube, orange, wide, flowers, colour, corolla, petals, yellow, name",Ecology & environment,,Occurence,
ca,orange,1500,85,5.7,2,"taronja, suc, anys, llum, solar, sistema, mitja, sol, any, natural","orange, juice, years, light, solar, system, half, sun, year, natural",Space,,Occurence,
ca,orange,1500,85,5.7,3,"taronja, millor, mecànica, or, premi, lícula, cinema, orange, color, the","orange, best, mechanical, gold, prize, film, cinema, orange, colour, the",Arts & entertainment,,Occurence,
ca,orange,1500,85,5.7,4,"taronja, taronges, llimona, col, grogues, colors, oli, ratlles, primera, blaves","orange, oranges, lemon, cabbage, yellows, colors, oil, stripes, first, blues",Food & drink,,Occurence,
ca,orange,1500,85,5.7,5,"taronja, família, ocell, espècie, sud, bandera, verd, apareixen, verda, habita","orange, family, bird, species, south, flag, green, appear, green, inhabits",Ecology & environment,,Occurence,
ca,orange,1500,85,5.7,6,"tipus, taronja, espectral, gegant, temperatura, efectiva, estel, k0iii, nan, temps","type, orange, spectral, giant, temperature, effective, star, K0III, dwarf, time",Space,,Occurence,
ca,orange,1500,85,5.7,7,"taronja, color, marró, verd, vermell, línia, ulls, presenten, clar, àrea","orange, colour, brown, green, red, line, eyes, present, light, area",Colour co-occurrence,,Occurence,
ca,orange,1500,85,5.7,8,"taronja, nana, principal, estel, magnitud, tipus, sistema, troba, brillant, binari","orange, dwarf, main, star, magnitude, type, system, finds, bright, binary",Space,,Occurence,
ca,orange,1500,85,5.7,9,"taronja, blau, color, vermell, colors, verd, groc, blanc, negre, roig","orange, blue, colour, red, colours, green, yellow, white, black, red",Colour co-occurrence,,Occurence,
ca,orange,1500,85,5.7,10,"taronja, groc, color, vermell, brillant, cap, dona, manera, rosa, diferents","orange, yellow, colour, red, bright, cap, gives, way, pink, different",Colour co-occurrence,,Occurence,
ca,orange,1500,85,5.7,11,"taronja, color, superficial, forma, flors, formació, equip, 2015, ciutadans, cara","orange, colour, superficial, form, flowers, formation, team, 2015, Ciutadans, face",Politics & ideology,,Association,
ca,orange,1500,85,5.7,12,"guerra, taronges, gran, 1801, pintura, arròs, fou, participar, sucre, taronja","war, oranges, big, 1801, painting, rice, was, participate, sugar, orange",Conflict ,named entity,Occurence,
ca,orange,1500,85,5.7,13,"taronges, tres, gegants, producció, quatre, tauri, se, menys, especialment, exportació","oranges, three, giants, production, four, Taurus, six, less, especially, export",Unknown,,unknown,
ca,orange,1500,85,5.7,14,"taronja, pot, grans, pell, se, agent, fruites, to, causa, units","orange, pot, grains, peel, seed, agent, fruits, tone, cause, united",Food & drink,,Occurence,
ca,orange,1500,85,5.7,15,"color, taronja, marró, fosc, part, negre, taques, dorsal, cos, negres","colour, orange, brown, dark, part, black, spots, dorsal, body, negres",physical description,,Occurence,
ca,pink,1500,786,52.4,1,"rosa, espanyola, jordi, lícules, roses, sant, fou, anys, sensat, ràdio","rose, Spanish, Jordi, lice, roses, saint, was, years, sensible, radio",named entity,,Occurence,
ca,pink,1500,786,52.4,2,"rosa, coneguda, món, dia, amarillo, té, director, summers, cinema, vida","pink, well-known, world, day, yellow, tea, director, Summers, cinema, life",Unknown,,unknown,
ca,pink,1500,786,52.4,3,"rosa, maria, teresa, any, club, josep, barcelona, costat, tres, montserrat","rose, Maria, Teresa, year, club, Josep, Barcelona, side, three, Montserrat",Identity ,named entity,Occurence,
ca,pink,1500,786,52.4,4,"rosa, santa, nord, sud, cap, san, califòrnia, part, est, oest","rose, Santa, north, south, cap, San, California, part, east, west",named entity,,Occurence,
ca,pink,1500,786,52.4,5,"rosa, color, flors, blanc, units, estats, roses, novembre, pètals, cap","rose, colour, flowers, white, united, states, roses, November, petals, cap",Ecology & environment,,Occurence,
ca,pink,1500,786,52.4,6,"rosa, premi, se, or, gran, los, guanyar, moment, triangle, passar","rose, prize, I am, gold, great, them, win, moment, triangle, happen",Life experiences,,Occurence,
ca,pink,1500,786,52.4,7,"roses, dues, guerra, the, of, rose, se, guns, col, and","Roses, two, war, the, of, rose, see, guns, neck, and",Conflict ,named entity,Occurence,
ca,pink,1500,786,52.4,8,"rosa, compte, vents, santa, dos, josé, impremta, gènere, miguel, primera","rose, account, winds, Santa, two, José, printing, genre, Miguel, first",Unknown,,unknown,
ca,pink,1500,786,52.4,9,"rosa, millor, 2012, the, dècada, sánchez, direcció, porpra, musical, actors","rose, best, 2012, the, decade, Sánchez, direction, purple, musical, actors",Arts & entertainment,,Occurence,
ca,pink,1500,786,52.4,10,"rosa, casa, treball, obra, catalunya, segons, escriptura, nova, 2000, york","rose, house, work, Catalonia, according, writing, new, 2000, York",named entity,,Occurence,
ca,pink,1500,786,52.4,11,"rosa, luxemburg, nom, obres, música, ella, alba, primera, viëtor, fusta","rose, Luxemburg, name, works, music, she, dawn/Alba, first, Viëtor, wood",Unknown,,unknown,
ca,pink,1500,786,52.4,12,"maría, rosa, sant, blau, colors, mateo, josé, luisa, martínez, groc","María, rose, saint, blue, colours, Mateo, José, Luisa, Martínez, yellow",Belief and ritual,,Association,
ca,pink,1500,786,52.4,13,"rosa, maria, josé, filla, gener, juan, francesc, blanca, carlos, josep","rose, Maria, José, daughter, January, Juan, Francesc, white, Carlos, Josep",Unknown,,unknown,
ca,pink,1500,786,52.4,14,"rosa, ana, quintana, col, programa, garcía, periodista, por, dona, fill","Rose, Ana, Quintana, Cole, Programme, García, Journalist, Fear, Woman, Son",named entity,,Occurence,
ca,pink,1500,786,52.4,15,"rosa, any, barcelona, santa, lima, maria, forma, 2004, octubre, néixer","rose, year, Barcelona, Santa, Lima, Maria, form, 2004, October, be born",Unknown,,unknown,
ca,purple,562,45,8,1,"morat, color, dues, dos, terol, partit, chouan, línies, vegades, fons","purple, colour, two, two, Terol, party, Chouan, lines, times, background",Politics & ideology,,Association,
ca,purple,562,45,8,2,"morades, morat, servir, negre, sèrie, ara, exemple, principal, dos, flors","purples, purple, serve, black, series, now, example, main, two, flowers",Unknown,,unknown,
ca,purple,562,45,8,3,"morat, morada, negra, botons, rivet, sotana, negre, borla, seda, família","purple, purple, black, buttons, piping, cassock, black, tassel, silk, family",Power structures or hierarchies,,Association,
ca,purple,562,45,8,4,"color, morat, rosa, groc, morats, blau, fosc, part, flors, vermell","colour, purple, pink, yellow, purples, blue, dark, part, flowers, red",Colour co-occurrence,,Occurence,
